"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL516126";"";"None";"391.52";"0";"4.19";"6l";"Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCC[C@@H](C)C2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL986351";"Displacement of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide from human ERG in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155810";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";""
"CHEMBL479242";"";"None";"377.49";"0";"3.87";"13a";"Cc1cccc2nc(C)n(-c3ccc(OCCCN4CCCC4)cc3)c(=O)c12";"IC50";"'='";"6600.0";"nM";"5.18";"";"";"UO_0000065";"13.72";"0.25";"1.31";"10.94";"0";"CHEMBL986351";"Displacement of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide from human ERG in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155810";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"6.6"
"CHEMBL479383";"";"None";"397.50";"0";"3.16";"33p";"O=C(CO)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1";"IC50";"'>'";"16000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL981950";"Displacement of [3H]astemizole from human ERG potassium channel expressed in HEK293 cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155111";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"16.0"
"CHEMBL480130";"";"None";"407.54";"0";"4.68";"33j";"O=C1CCCN1C1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"11.84";"0.23";"0.14";"10.56";"0";"CHEMBL981950";"Displacement of [3H]astemizole from human ERG potassium channel expressed in HEK293 cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155111";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"15.0"
"CHEMBL487708";"";"None";"572.53";"1";"4.75";"56";"O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3ccn[nH]3)cc(C(F)(F)F)c2)CC1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"11.01";"0.22";"1.55";"7.30";"0";"CHEMBL1011901";"Inhibition of human ERG by MK-0499 binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153427";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"0.5"
"CHEMBL490026";"";"None";"550.52";"1";"3.90";"47";"O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(CCO)cc(C(F)(F)F)c2)CC1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"10.98";"0.22";"2.15";"7.76";"0";"CHEMBL1011901";"Inhibition of human ERG by MK-0499 binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153427";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"0.9"
"CHEMBL478616";"";"None";"377.49";"0";"3.87";"13d";"Cc1cccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc12";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"15.35";"0.28";"1.93";"12.24";"0";"CHEMBL986351";"Displacement of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide from human ERG in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155810";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"1.6"
"CHEMBL478615";"";"None";"377.49";"0";"3.87";"13c";"Cc1ccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc2c1";"IC50";"'='";"6700.0";"nM";"5.17";"";"";"UO_0000065";"13.71";"0.25";"1.30";"10.92";"0";"CHEMBL986351";"Displacement of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide from human ERG in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155810";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"6.7"
"CHEMBL453892";"";"None";"419.53";"0";"4.00";"5m";"COc1cccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL956578";"Displacement of [35S]MK499 from human ERG expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152163";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL519067";"";"None";"391.52";"0";"4.34";"5b";"CCn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"14.74";"0.27";"1.43";"12.18";"0";"CHEMBL956578";"Displacement of [35S]MK499 from human ERG expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152163";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"1.7"
"CHEMBL3290339";"";"None";"426.52";"0";"2.70";"5";"Cc1ncc(CNC2CCN(CCn3c(=O)ccc4ccc(C#N)cc43)CC2)cc1C#N";"IC50";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"10.75";"0.20";"1.89";"4.69";"0";"CHEMBL3294033";"Inhibition of human ERG by patch clamp electrophysiological analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286091";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"26.0"
"CHEMBL3290351";"";"None";"450.52";"0";"2.18";"17";"COc1cnc2ccc(=O)n(CCN3CC[C@@H](NCc4cnc(C)c(C#N)c4)[C@@H](F)C3)c2c1";"IC50";"'='";"90000.0";"nM";"4.05";"";"";"UO_0000065";"8.98";"0.17";"1.87";"4.21";"0";"CHEMBL3294033";"Inhibition of human ERG by patch clamp electrophysiological analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286091";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"90.0"
"CHEMBL4212403";"";"None";"386.45";"1";"5.22";"12a";"COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OC)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4200990";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196174";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";""
"CHEMBL4217155";"";"None";"420.60";"1";"5.21";"10i";"COc1ccc(CCN2CCC(Nc3nc4ccccc4n3CCC(C)C)CC2)cc1";"IC50";"'='";"211.7";"nM";"6.67";"";"";"UO_0000065";"15.87";"0.29";"1.46";"15.77";"0";"CHEMBL4180224";"Inhibition of human ERG expressed in Xenopus laevis oocytes by two-electrode voltage clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177615";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"211.7"
"CHEMBL4203347";"";"None";"268.41";"0";"2.43";"45";"C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccsc2)CO1";"IC50";"'='";"39900.0";"nM";"4.40";"";"";"UO_0000065";"16.39";"0.35";"1.97";"9.24";"0";"CHEMBL4183120";"Inhibition of human ERG expressed in CHOK1 cells for 5 mins at -80 mV holding potential by patch clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177751";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"39.9"
"CHEMBL4204215";"";"None";"268.41";"0";"2.43";"46";"C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cccs2)CO1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4183120";"Inhibition of human ERG expressed in CHOK1 cells for 5 mins at -80 mV holding potential by patch clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177751";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"100.0"
"CHEMBL4204163";"";"None";"456.50";"0";"2.47";"67";"C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OC(F)F)cn3)cs2)CO1";"IC50";"'='";"23600.0";"nM";"4.63";"";"";"UO_0000065";"10.14";"0.21";"2.16";"3.71";"0";"CHEMBL4183120";"Inhibition of human ERG expressed in CHOK1 cells for 5 mins at -80 mV holding potential by patch clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177751";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"23.6"
"CHEMBL4213322";"";"None";"350.47";"0";"3.69";"9";"COc1ccc(CCN2CCC(Nc3nc4ccccc4[nH]3)CC2)cc1";"IC50";"'='";"163.9";"nM";"6.79";"";"";"UO_0000065";"19.36";"0.36";"3.10";"12.76";"0";"CHEMBL4180224";"Inhibition of human ERG expressed in Xenopus laevis oocytes by two-electrode voltage clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177615";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"163.9"
"CHEMBL565007";"";"None";"431.55";"0";"3.86";"rac-5c";"COc1ccc2c(c1)S(=O)(=O)C(C)C(c1ccc(OCCCN3CCCC3)cc1)O2";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"13.90";"0.27";"2.14";"9.22";"0";"CHEMBL1061548";"Inhibition of [35S]MK499 binding to human ERG transfected in HEK293 cells by microscintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152368";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";"";"";"1.0"
"CHEMBL3703235";"";"None";"446.87";"0";"2.85";"BDBM149752";"CC1(C)Oc2ccc(NC(=O)c3ncc(Cl)cc3F)cc2C2(COC(N)=N2)C12COC2";"IC50";"'>'";"10000.0";"nM";"";"";"361884";"UO_0000065";"";"";"";"";"1";"CHEMBL3887897";"Inhibition Assay: Test Example 5: The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel. The test solution includes:Extracellular solution: 2 mM of CaCl2, 1 mM of MgCl2, 10 mM of HEPES, 4 mM of KCl, 145 mM of NaCl, and 10 mM of glucose; and pH adjusted to 7.4 with NaOH,Intracellular solution: 5.374 mM of CaCl2, 1.75 mM of MgCl2, 10 mM of HEPES, 10 mM of EGTA, 120 mM of KCl, and 4 mM of ATP, and pH adjusted to 7.2 with KOH.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886493";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"10000.0"
"CHEMBL3703250";"";"None";"342.44";"0";"2.76";"BDBM149767";"CC(C)Cc1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2";"IC50";"'>'";"10000.0";"nM";"";"";"361891";"UO_0000065";"";"";"";"";"1";"CHEMBL3887897";"Inhibition Assay: Test Example 5: The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel. The test solution includes:Extracellular solution: 2 mM of CaCl2, 1 mM of MgCl2, 10 mM of HEPES, 4 mM of KCl, 145 mM of NaCl, and 10 mM of glucose; and pH adjusted to 7.4 with NaOH,Intracellular solution: 5.374 mM of CaCl2, 1.75 mM of MgCl2, 10 mM of HEPES, 10 mM of EGTA, 120 mM of KCl, and 4 mM of ATP, and pH adjusted to 7.2 with KOH.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886493";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"10000.0"
"CHEMBL3703253";"";"None";"352.39";"0";"1.87";"BDBM149770";"CC1(C)Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2";"IC50";"'>'";"10000.0";"nM";"";"";"361892";"UO_0000065";"";"";"";"";"1";"CHEMBL3887897";"Inhibition Assay: Test Example 5: The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel. The test solution includes:Extracellular solution: 2 mM of CaCl2, 1 mM of MgCl2, 10 mM of HEPES, 4 mM of KCl, 145 mM of NaCl, and 10 mM of glucose; and pH adjusted to 7.4 with NaOH,Intracellular solution: 5.374 mM of CaCl2, 1.75 mM of MgCl2, 10 mM of HEPES, 10 mM of EGTA, 120 mM of KCl, and 4 mM of ATP, and pH adjusted to 7.2 with KOH.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886493";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"10000.0"
"CHEMBL564071";"";"None";"322.45";"0";"3.81";"7";"CC(C)CN(C(=O)c1ccccc1-c1ccccc1)[C@H]1CCNC1";"IC50";"'='";"1440.0";"nM";"5.84";"";"";"UO_0000065";"18.12";"0.33";"2.03";"18.06";"0";"CHEMBL1062483";"Displacement of [3H]dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153484";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"1440.0"
"CHEMBL206545";"";"None";"447.49";"0";"3.08";"16";"Cc1cc2c(F)c(Oc3ncnn4cc(OCCCNS(C)(=O)=O)c(C)c34)ccc2[nH]1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL859790";"Inhibitory activity against hERG by patch-clamp assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146078";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";""
"CHEMBL1081687";"";"None";"473.57";"0";"4.96";"27";"Cc1ncccc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C";"IC50";"'='";"5011.87";"nM";"5.30";"";"";"UO_0000065";"11.19";"0.22";"0.34";"11.32";"0";"CHEMBL1107671";"Displacement of [3H]dofetidile from human ERG by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153718";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"5.3"
"CHEMBL1081587";"";"None";"481.52";"0";"4.69";"rac-76";"Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)c(C(F)(F)F)c3)C2)n1C";"IC50";"'='";"2511.89";"nM";"5.60";"";"";"UO_0000065";"11.63";"0.23";"0.91";"9.34";"0";"CHEMBL1107671";"Displacement of [3H]dofetidile from human ERG by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153718";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"5.6"
"CHEMBL1081587";"";"None";"481.52";"0";"4.69";"rac-76";"Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)c(C(F)(F)F)c3)C2)n1C";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"11.84";"0.24";"1.01";"9.50";"0";"CHEMBL1107671";"Displacement of [3H]dofetidile from human ERG by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153718";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"5.7"
"CHEMBL1079837";"";"None";"425.56";"0";"3.54";"rac-44";"COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1";"IC50";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"13.86";"0.27";"2.36";"8.52";"0";"CHEMBL1107671";"Displacement of [3H]dofetidile from human ERG by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153718";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"5.9"
"CHEMBL1081408";"";"None";"493.56";"0";"4.56";"rac-97";"COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1C(F)(F)F";"IC50";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"11.95";"0.24";"1.34";"8.52";"0";"CHEMBL1107671";"Displacement of [3H]dofetidile from human ERG by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153718";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"5.9"
"CHEMBL1079938";"";"None";"481.52";"0";"4.69";"rac-82";"Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3F)C2)n1C";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"12.46";"0.25";"1.31";"10.00";"0";"CHEMBL1107671";"Displacement of [3H]dofetidile from human ERG by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153718";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"6.0"
"CHEMBL1081869";"";"None";"427.55";"0";"3.98";"92, single enantiomer";"Cc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c(F)c1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"14.03";"0.27";"2.02";"10.00";"0";"CHEMBL1107671";"Displacement of [3H]dofetidile from human ERG by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153718";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"6.0"
"CHEMBL1080165";"";"None";"534.53";"2";"5.86";"16, single enantiomer";"Cc1ccc2c(-c3nnc(SCCCN4C[C@@H]5C[C@]5(c5ccc(Br)cc5)C4)n3C)cccc2n1";"IC50";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"12.35";"0.27";"0.74";"14.09";"0";"CHEMBL1107671";"Displacement of [3H]dofetidile from human ERG by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153718";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"6.6"
"CHEMBL1684954";"";"None";"378.39";"0";"4.32";"37, TTA-A2";"C[C@@H](NC(=O)Cc1ccc(C2CC2)cc1)c1ccc(OCC(F)(F)F)cn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1686265";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681710";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"10.0"
"CHEMBL483194";"";"None";"390.49";"0";"3.48";"5n";"Cc1nc2cccnc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL981857";"Antagonist activity at human ERG in HEK293 cells assessed as inhibition of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142515";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"10.0"
