"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4105616";"";"None";"450.45";"0";"3.11";"15b";"Cc1ccc(-n2nccn2)c(C(=O)N2C[C@@]3(F)CN(c4nc5ccccc5o4)C[C@@]3(F)C2)c1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3999755";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997829";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"30.0"
"CHEMBL3975308";"NUVISERTIB";"2.0";"418.46";"1";"5.16";"BDBM242374";"CC(C)(O)[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(C(F)(F)F)c4)n3n2)CC1";"IC50";"'>'";"30000.0";"nM";"";"";"988035";"UO_0000065";"";"";"";"";"1";"CHEMBL5736241";"hERG Activity Assays: Representative compounds were tested for hERG activity using the Fast Patch assay available from WuXiApptec (Shanghai China).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728181";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"30000.0"
"CHEMBL3355552";"";"None";"418.46";"1";"5.16";"BDBM50043662";"CC(C)(O)[C@H]1CC[C@H](Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1";"IC50";"'>'";"30000.0";"nM";"";"";"988043";"UO_0000065";"";"";"";"";"1";"CHEMBL5736241";"hERG Activity Assays: Representative compounds were tested for hERG activity using the Fast Patch assay available from WuXiApptec (Shanghai China).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728181";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"30000.0"
"CHEMBL63560";"(R)-BICALUTAMIDE";"None";"430.38";"0";"2.88";"R-(1)";"C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4367692";"Inhibition of human ERG expressed in CHO cells by whole-cell voltage-clamp analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364301";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3308072";"";"";"";"25.0"
"CHEMBL4581912";"";"None";"465.36";"1";"6.13";"44f";"CC(O)(COc1ccccc1C(F)(F)F)C(=O)Nc1ccc(S(F)(F)(F)(F)F)cc1";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4367692";"Inhibition of human ERG expressed in CHO cells by whole-cell voltage-clamp analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364301";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3308072";"";"";"";"25.0"
"CHEMBL4435231";"";"None";"542.68";"1";"3.16";"14";"CNC(=O)[C@@H]1C[C@H](N2CCc3c(cccc3OCCc3ccccc3)C2)CN1C(=O)c1ccc(CN)c(OC)c1";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"9.95";"0.18";"2.24";"5.56";"0";"CHEMBL4427809";"Displacement of [3H]-dofetilide from human ERG expressed in HEK293 cells measured after 90 mins by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307715";"";"";"";"4.0"
"CHEMBL3703253";"";"None";"352.39";"0";"1.87";"BDBM149770";"CC1(C)Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2";"IC50";"'>'";"10000.0";"nM";"";"";"361910";"UO_0000065";"";"";"";"";"1";"CHEMBL3887897";"Inhibition Assay: Test Example 5: The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel. The test solution includes:Extracellular solution: 2 mM of CaCl2, 1 mM of MgCl2, 10 mM of HEPES, 4 mM of KCl, 145 mM of NaCl, and 10 mM of glucose; and pH adjusted to 7.4 with NaOH,Intracellular solution: 5.374 mM of CaCl2, 1.75 mM of MgCl2, 10 mM of HEPES, 10 mM of EGTA, 120 mM of KCl, and 4 mM of ATP, and pH adjusted to 7.2 with KOH.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886493";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"10000.0"
"CHEMBL5746257";"";"None";"456.98";"0";"2.43";"BDBM601605";"Cn1nccc1[C@H]1CN(C2CCN(c3nnc(N)[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1";"IC50";"'>'";"100000.0";"nM";"";"";"1273663";"UO_0000065";"";"";"";"";"0";"CHEMBL5739235";"ERG Channel Binding Assay: Fluorescence polarization assay based on the principle of fluorescence polarization where a red-shifted fluorescent tracer is displaced from the hERG channel by compounds that bind to the channel was used to establish the binding of the compounds to hERG channel. Briefly, the compounds in serial dilutions were incubated with a membrane fraction containing hERG channel protein and a high-affinity red fluorescent hERG channel ligand in black 384-well plate. The reaction was incubated for 4 h at room temperature followed by the measurement of the fluorescence polarization using Tecan Spark multimode plate reader at excitation wavelength of 535 nm and emission wavelength 590 nm. The IC50 values were calculated using GraphPad Prism.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729686";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"100000.0"
"CHEMBL4521058";"";"None";"380.37";"1";"5.32";"12";"FC(F)(F)c1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"13.15";"0.24";"-0.32";"9.86";"0";"CHEMBL4431053";"Inhibition of human ERG expressed in HEK293 cells by thallium flux assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4428127";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL4450487";"";"None";"337.39";"0";"4.18";"8";"N#Cc1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1";"IC50";"'>'";"80000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4431053";"Inhibition of human ERG expressed in HEK293 cells by thallium flux assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4428127";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";"";"";"";"80.0"
"CHEMBL4441179";"";"None";"355.45";"0";"4.37";"7";"CN(C)c1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"15.76";"0.28";"1.23";"10.39";"0";"CHEMBL4431053";"Inhibition of human ERG expressed in HEK293 cells by thallium flux assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4428127";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";"";"";"";"2.5"
"CHEMBL4535152";"";"None";"392.42";"0";"1.45";"7";"Cn1cc(NC(=O)c2ccnc(-c3ccnc(NCC4CC4)c3)n2)c(C(N)=O)n1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"14.58";"0.27";"4.27";"4.07";"0";"CHEMBL4427858";"Inhibition of MK499 binding to human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425185";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";"";"1.9"
"CHEMBL6009219";"";"None";"365.47";"0";"3.51";"BDBM466547";"Cc1cccc(C2CCN(CCNC(=O)C3CCC(F)(F)CC3)CC2)n1";"IC50";"'='";"4000.0";"nM";"5.40";"";"963994";"UO_0000065";"14.77";"0.28";"1.89";"11.93";"0";"CHEMBL5735869";"Evaluation of Activity for Inhibiting hERG Channel : The activity of the present compound for inhibiting hERG channel was measured by whole-cell patch clamp method with auto patch clamp system, using CHO cell wherein hERG channel involved in human rapidly activating delayed rectifier potassium current (IKr) was forcibly expressed.(Preparation of Cell Suspension)hERG-CHO cell purchased from ChanTest was incubated at 37° C. in a CO2 incubator, and the cell was exfoliated from the flask with trypsin to prepare a cell suspension, shortly before the hERG current measurement.(Preparation of Solution)The extracellular fluid and intracellular fluid which were used in the measurement were prepared as follows.Extracellular fluid: 2 mmol/L CaCl2, 1 mmol/L MgCl2, 10 mmol/L HEPES, 4 mmol/L KCl, 145 mmol/L NaCl, 10 mmol/L glucoseIntracellular fluid: 5.4 mmol/L CaCl2, 1.8 mmol/L MgCl2, 10 mmol/L HEPES, 31 mmol/L KOH, 10 mmol/L EGTA, 120 mmol/L KCl, 4 mmol/L Na2-ATPTest compound solution: The test compound was dissolved in DMSO by adjusting the concentration to 2 mmol/L or 20 mmol/L to prepare each test compound solution. Further, the test compound solution was diluted with the extracellular fluid by 200-fold, which was serially diluted with the extracellular fluid to prepare each concentration of the test compound solution which is used to calculate IC50 value of hERG inhibition.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728022";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"4000.0"
"CHEMBL5962159";"";"None";"383.41";"0";"2.73";"BDBM466561";"O=C(NCCN1CC=C(c2cccc(C(F)(F)F)n2)CC1)C1CCCOC1";"IC50";"'>'";"10000.0";"nM";"";"";"964006";"UO_0000065";"";"";"";"";"0";"CHEMBL5735869";"Evaluation of Activity for Inhibiting hERG Channel : The activity of the present compound for inhibiting hERG channel was measured by whole-cell patch clamp method with auto patch clamp system, using CHO cell wherein hERG channel involved in human rapidly activating delayed rectifier potassium current (IKr) was forcibly expressed.(Preparation of Cell Suspension)hERG-CHO cell purchased from ChanTest was incubated at 37° C. in a CO2 incubator, and the cell was exfoliated from the flask with trypsin to prepare a cell suspension, shortly before the hERG current measurement.(Preparation of Solution)The extracellular fluid and intracellular fluid which were used in the measurement were prepared as follows.Extracellular fluid: 2 mmol/L CaCl2, 1 mmol/L MgCl2, 10 mmol/L HEPES, 4 mmol/L KCl, 145 mmol/L NaCl, 10 mmol/L glucoseIntracellular fluid: 5.4 mmol/L CaCl2, 1.8 mmol/L MgCl2, 10 mmol/L HEPES, 31 mmol/L KOH, 10 mmol/L EGTA, 120 mmol/L KCl, 4 mmol/L Na2-ATPTest compound solution: The test compound was dissolved in DMSO by adjusting the concentration to 2 mmol/L or 20 mmol/L to prepare each test compound solution. Further, the test compound solution was diluted with the extracellular fluid by 200-fold, which was serially diluted with the extracellular fluid to prepare each concentration of the test compound solution which is used to calculate IC50 value of hERG inhibition.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728022";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"10000.0"
"CHEMBL5773895";"";"None";"329.44";"0";"2.16";"BDBM466566";"Cc1cccc(C2=CCN(CCNC(=O)C3CCCCO3)CC2)n1";"IC50";"'>'";"10000.0";"nM";"";"";"964008";"UO_0000065";"";"";"";"";"0";"CHEMBL5735869";"Evaluation of Activity for Inhibiting hERG Channel : The activity of the present compound for inhibiting hERG channel was measured by whole-cell patch clamp method with auto patch clamp system, using CHO cell wherein hERG channel involved in human rapidly activating delayed rectifier potassium current (IKr) was forcibly expressed.(Preparation of Cell Suspension)hERG-CHO cell purchased from ChanTest was incubated at 37° C. in a CO2 incubator, and the cell was exfoliated from the flask with trypsin to prepare a cell suspension, shortly before the hERG current measurement.(Preparation of Solution)The extracellular fluid and intracellular fluid which were used in the measurement were prepared as follows.Extracellular fluid: 2 mmol/L CaCl2, 1 mmol/L MgCl2, 10 mmol/L HEPES, 4 mmol/L KCl, 145 mmol/L NaCl, 10 mmol/L glucoseIntracellular fluid: 5.4 mmol/L CaCl2, 1.8 mmol/L MgCl2, 10 mmol/L HEPES, 31 mmol/L KOH, 10 mmol/L EGTA, 120 mmol/L KCl, 4 mmol/L Na2-ATPTest compound solution: The test compound was dissolved in DMSO by adjusting the concentration to 2 mmol/L or 20 mmol/L to prepare each test compound solution. Further, the test compound solution was diluted with the extracellular fluid by 200-fold, which was serially diluted with the extracellular fluid to prepare each concentration of the test compound solution which is used to calculate IC50 value of hERG inhibition.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728022";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"10000.0"
"CHEMBL4468195";"";"None";"378.48";"0";"1.47";"13";"CN(C)c1ccc(-c2cc3nccnc3c(NC[C@H]3CNCCN3C)n2)cn1";"IC50";"'='";"15848.93";"nM";"4.80";"";"";"UO_0000065";"12.68";"0.23";"3.33";"5.85";"0";"CHEMBL4433046";"Inhibition of human ERG expressed in CHOK1 cell membranes after 2 hrs by cy3b-dofetilide-based fluorescence polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431389";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";"";"4.8"
"CHEMBL4455268";"";"None";"332.45";"0";"4.02";"15";"Cc1ccc(-c2cc3ncccc3c(NC[C@H]3CCCNC3)n2)cc1";"IC50";"'='";"15848.93";"nM";"4.80";"";"";"UO_0000065";"14.44";"0.26";"0.78";"9.63";"0";"CHEMBL4433046";"Inhibition of human ERG expressed in CHOK1 cell membranes after 2 hrs by cy3b-dofetilide-based fluorescence polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431389";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";"";"4.8"
"CHEMBL4561098";"";"None";"360.37";"0";"2.05";"Rac-34";"Cn1cc(-c2cc3nccnc3c(OCC3CNCCC3(F)F)n2)cn1";"IC50";"'='";"25118.86";"nM";"4.60";"";"";"UO_0000065";"12.76";"0.24";"2.55";"5.92";"0";"CHEMBL4433046";"Inhibition of human ERG expressed in CHOK1 cell membranes after 2 hrs by cy3b-dofetilide-based fluorescence polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431389";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";"";"4.6"
"CHEMBL5631857";"";"None";"536.44";"1";"4.12";"17m";"CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)C(F)(F)F)n21";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5628161";"Inhibition of hERG";"T";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5625224";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"BLOCKER";"";"40.0"
"CHEMBL4471006";"";"None";"424.51";"0";"0.94";"22";"Cc1nc(N)ccc1-c1n[nH]c2nc(N3CCC4(CC3)CO[C@@H](C)[C@H]4N)n(C)c(=O)c12";"IC50";"'='";"6600.0";"nM";"5.18";"";"";"UO_0000065";"12.20";"0.23";"4.24";"3.67";"0";"CHEMBL4414124";"Inhibition of human ERG by Q-patch assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411333";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"6.6"
"CHEMBL4539145";"";"None";"421.33";"0";"3.20";"11";"Cn1c(N2CCC(C)(CN)CC2)nc2[nH]nc(-c3cccc(Cl)c3Cl)c2c1=O";"IC50";"'='";"980.0";"nM";"6.01";"";"";"UO_0000065";"14.26";"0.29";"2.81";"6.47";"0";"CHEMBL4414124";"Inhibition of human ERG by Q-patch assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411333";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"0.98"
"CHEMBL4436233";"";"None";"458.95";"0";"1.75";"20";"CNc1nccc(-c2n[nH]c3nc(N4CCC5(CC4)CO[C@@H](C)[C@H]5N)n(C)c(=O)c23)c1Cl";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4414124";"Inhibition of human ERG by Q-patch assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411333";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"30.0"
"CHEMBL4101606";"";"None";"548.83";"0";"3.05";"83";"NC(=O)c1c(NC(=O)Nc2ccc(Cl)cc2)sc2c1CC[N+]1(CCOCC1)C2.[I-]";"IC50";"'='";"12400.0";"nM";"4.91";"";"";"UO_0000065";"11.63";"0.24";"1.86";"5.25";"0";"CHEMBL4048003";"Inhibition of human ERG expressed in HEK293 cells assessed as decrease in peak tail current amplitude by path clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043273";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3307715";"";"";"";"12.4"
