"SMARTS","property","name"
"[#16]1-,:[#6]=,:[#6]-,:[#6](=,:[#6]1)[OH1]","PAINS compounds","Thiophene_hydroxy"
"c1(c(c([cH]c([cH]1)[F,Cl,Br,I])[F,Cl,Br,I])[OH1])S(=[OX1])(=[OX1])N","PAINS compounds","Sulfonamide_A"
"c1c(ccc(c1)[NH]S(=[OX1])=[OX1])[OH1]","PAINS compounds","Sulfonamide_B"
"[#6]-,:[CX3](=[SX1])-,:[#6]","PAINS compounds","Thio_ketone"
"[$([#7+,#7v4;!$([#7](~[O])~[O])]1([$([OX1,OX1-]),$([CH3]),$([#6H2][C!H0]=[CH2]),$([CH2][CH2][OH1]),$([CH2]C(=[OX1])[#6]),$([CH2]C(=[OX1])[#7!H0]cc),$([CH2][CH3])])=,:[#6]-,:[#6]=,:a-,:[#6]2=,:[#6]1-,:[#6;H]=,:[#6]([H,#7])-,:[#6]=,:[#6]2),$([#7v5;!$([#7](~[O])~[O])]1(=[OX1])=,:[#6]-,:[#6]=,:a-,:[#6]2=,:[#6]1-,:[#6;H]=,:[#6]([H,#7])-,:[#6]=,:[#6]2)]","PAINS compounds","Het_pyridiniums_A"
"[$(c1c(c(ccc1)C(-cc)=[OX1])[NH&!$([NH][CX3]=[OX1])]),$(c1c(c(ccc1)C(-cc)=[OX1])[NH2])]","PAINS compounds","Anthranil_one_A"
"N(c1ccccc1)S(=[OX1])(=[OX1])c2c3n[o,s]nc3ccc2","PAINS compounds","Diazox_sulfon_A"
"[#7v4,#7+](-,:[#6]=,:[#6])=,:[#6]-[CH]=CN([CX4])[#6]","PAINS compounds","Dyes3A"
"[CH2,CH3][#7](:,-[#6]:[#6])~[#6]-,:[#6]=,:[#6]-[#6]~[#6]:,-[#7]","PAINS compounds","Dyes5A"
"[#7]1-,:[#6](=[#16])-,:[#16]-,:[#6X4]-,:[#6]1=[#8]","PAINS compounds","Rhod_sat_A"
"[#6]1(=[!#1!#6!R])[#6](=[OX1])[!#1!#6]*=[#6]1","PAINS compounds","Imine_one_fives"
"C1(C(=[OX1])NC(=[OX1])NC1(=[OX1]))=N","PAINS compounds","Imine_one_sixes"
"c1ccc4c5c(cccc15)[#7]=,:[#6]-,:[#7]4","PAINS compounds","Naphth_amino_A"
"c1ccc4c5c(cccc15)[N!H0][CX4][N!H0]4","PAINS compounds","Naphth_amino_B"
"[SX1]=[#6]1-,:[#6]=,:[#6]-,:[!#1!#6]-,:[#6]=,:[#6]1","PAINS compounds","Thio_dibenzo"
"[OX1]=CC1=C2N=C([CH2,CH3])C=C([OH1])N2N=C1","PAINS compounds","Het_65_A"
"N~c1[n,$(c(N))][n,c!H0,$(c[N!H0])]c([N!H0,$([OX2][CH2,CH3])])nn1","PAINS compounds","Het_6_tetrazine"
"[#7]1-,:[#6](-c2ccccc2)=,:[#6](-c3ccccc3)-,:[#7!H0]-,:[#6]1-ca","PAINS compounds","Imidazole_A"
"c1(C(=[OX1])[OH1])c([N!H0]N=C)cccc1","PAINS compounds","Anthranil_acid_A"
"[NH2]C1=C(C#[NX1])[C!H0](-cc)C(C#[NX1])=C([NH2])S1","PAINS compounds","Dhp_bis_amino_CN"
"c1(O[CH2,CH3])c([H,CH2,CH3])[cH]c(O[CH2,CH3])c([CH2][$([N!H0]C(=[OX1])[CH2][CH2][CH2,CH3]),$([C!H0]([CH2,CH3])[N!H0]C(=[SX1])[N!H0])])[cH]1","PAINS compounds","Anisol_A "
"[CH2,CH3](c4c([cH][cH]c([cH]4)[CH2][N!H0][CX4])O[CH2,CH3])","PAINS compounds","Anisol_B"
"c3cc(C(=[OX1])[N!H0]c4ccccc4C(=[OX1])[OH1])cc1c3C(=[OX1])N([CH2,CH3])C1=[OX1]","PAINS compounds","Anthranil_acid_B "
"[#6]1(=,:[#6]([NH2])-,:[#7](-c7ccccc7C(=[OX1])[OH1])-,:[#7]=,:[#6]1C=[OX1])[$(C#[NX1]),$(C=S)]","PAINS compounds","Anthranil_acid_C "
"c12ncccc1-,:[#6]([NH2])=,:[#6](C(=[OX1])~[OX1,O-])-,:[#16]2","PAINS compounds","Anthranil_acid_D "
"C1(=[OX1])C(=[CH][NH]c2c(C(=[OX1])[OH1])cccc2)N=C(c3ccccc3)O1","PAINS compounds","Anthranil_acid_E "
"c1([OH1])ccc([N!H0]C(=[OX1])cc)c(c1)C(=[OX1])[OH1]","PAINS compounds","Anthranil_acid_F"
"c1([cH][cH]c(O[CH2,CH3])[cH]c1(C(=[OX1])[OH1]))[N!H0]cc","PAINS compounds","Anthranil_acid_G"
"c1ccc4c(c1C(=[OX1])[OH1])[#7!H0]-,:[#6](=,:[#6]4cc)cc","PAINS compounds","Anthranil_acid_H "
"c1(oc([#6])[cH][cH]1)C(=[OX1])[N!H0]c1[cH][cH][cH][cH]c1(C(=[OX1])[OH1])","PAINS compounds","Anthranil_acid_I "
"[N!H0](cc)c5c(C(=[OX1])[OH1])ccc(n5)-cc","PAINS compounds","Anthranil_acid_J"
"c1ccccc1C(=[OX1])[N!H0]c2ccccc2C(=[OX1])[N!H0][N!H0]c3nccs3","PAINS compounds","Anthranil_amide_A "
"c1ccc4c(cc1)ccc4","PAINS compounds","Azulene"
"[CH2,CH3]Occ[CH2][N!H0]c1[cH]c2n[cH]n([#6!H0])c2[cH][cH]1","PAINS compounds","Anil_alk_A"
"[N!H0](c1[cH][cH]c([CH2,CH3])[cH][cH]1)[CH2][CH2]c2[cH][cH]c(O[CH2,CH3])[cH][cH]2","PAINS compounds","Anil_alk_B "
"[N!H0](c1ccccc1)C([#6])([#6])c2[cH][cH]c(O[CH2,CH3])[cH][cH]2","PAINS compounds","Anil_alk_C "
"[N!H0](c1[cH][cH]c([C!H0]([CH2,CH3])[CH2,CH3])[cH][cH]1)[CH2][CH2]N([CH2,CH3])[CH2,CH3]","PAINS compounds","Anil_alk_D"
"c1ccc2c(c1)C3=C(C([#6])([#6])N2)SSC3=*","PAINS compounds","Anil_alk_thio"
"c1(ccc4c(C6Cc8c(C6N4)cccc8)c1)[CX4]","PAINS compounds","Anil_alk_indane"
"c1c(ccc(N([H,CX4])([H,CX4]))c1)[CX4]c2ccc(cc2)N([H,CX4])([H,CX4])","PAINS compounds","Anil_di_alk_F"
"[CH2,CH3][#7]([CH2,CH3])c1[cH][cH]c([#6!H0]=[#7][#7]=[#6]([#6])-cc)[cH][cH]1","PAINS compounds","Anil_di_alk_J "
"[cH]1c([N!H0]C(=[OX1])c2ccccc2)[cH]c(N([CH2,CH3])[CH2,CH3])[cH][cH]1","PAINS compounds","Anil_di_alk_I"
"[cH]1c([cH]nc7c1[cH][cH][cH][cH]7)[CH2]N2c3c([CH2][CH2]2)[cH][cH][cH][cH]3","PAINS compounds","Anil_di_alk_M "
"c12[cH][cH][cH][cH]c1[C!H0]=[C!H0]C3C(C#[NX1])[CH2][C!H0]N23","PAINS compounds","Anil_di_alk_N"
"[CH2,CH3]N([CH2,CH3])C1=Cc2ccccc2[CH2]1","PAINS compounds","Anil_di_alk_ene_B"
"[CH2,CH3]N([CH2,CH3])c1[cH][cH]c(o1)[C!H0]=CC#[NX1]","PAINS compounds","Anil_di_alk_furan_B"
"c12[cH][cH]c(N([CH2,CH3])[CH2,CH3])[cH]c1-,:[#6](S(=[OX1])=[OX1])=,:[#6H]-,:[#7!H0]2","PAINS compounds","Anil_di_alk_indol"
"c12[cH][cH]c([NH2])[cH]c1[cH][cH]n2[CH2,CH3]","PAINS compounds","Anil_no_alk_indol_A"
"c1([N!H0][CH2,CH3])[cH][cH]c2c([cH]1)[#7!H0]-,:[#6](=[OX1])-,:[#7!H0]2","PAINS compounds","Anil_NH_alk_A"
"[N!H0](c1ccacc1)c2ccc([N!H0][C!H0])cc2","PAINS compounds","Anil_NH_alk_B"
"[C!H0][N!H0]c1[cH][cH][cH][cH]c1[N!H0][C!H0]","PAINS compounds","Anil_NH_alk_C "
"[NH2]c1c([N!H0][C!H0]([#6])[C!H0][CH2,CH3])c[cH][cH][cH]1","PAINS compounds","Anil_NH_alk_D"
"n1[cH]c([NH2])[cH][cH]c1([N!H0]cc)","PAINS compounds","Anil_NH_no_alk_A"
"[NH2]c1c([N!H0]S(=[OX1])=[OX1])[cH]c([N!H0][CH2,CH3])c([F,Cl,Br,I])[cH]1","PAINS compounds","Anil_NH_no_alk_B "
"c1ccccc1[CH2][N!H0]c2[cH][cH]c([OH1])[cH][cH]2","PAINS compounds","Anil_OH_alk_A"
"[NH2]c1c([OH1])cc(S(=[OX1])(=[OX1])[OH1])cc1","PAINS compounds","Anil_OH_no_alk_A"
"c1([NH2])c([OH1])c(C=[OX1])[cH]c2[cH][cH][cH][cH]c12","PAINS compounds","Anil_OH_no_alk_B"
"[cH]1[cH][cH]c2c([cH]1)c3c(o2)[cH]c([N!H0][CH2,CH3])c(O[CH2,CH3])[cH]3","PAINS compounds","Anil_OC_alk_A"
"c2ccccc2N1C(=[OX1])C([N!H0]c2ccc(O[CH2,CH3])cc2)=C([F,Cl,Br,I])C1=[OX1]","PAINS compounds","Anil_OC_alk_B "
"[H,CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0][CH2]c2nccn2","PAINS compounds","Anil_OC_alk_C"
"[CH2,CH3]Oc1[cH][cH]c([CH2,CH3])[cH]c1[NH][CH2]c2c([CH2,CH3,$(O[CH2,CH3])])cccc2","PAINS compounds","Anil_OC_alk_D "
"[CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0][CH2][C!H0]([OH1])[CH2,CH3]","PAINS compounds","Anil_OC_alk_E "
"[CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0][C!H0]([#16])C=[OX1]","PAINS compounds","Anil_OC_alk_F "
"c1ccc4c(c1Oc8[cH][cH]c([cH][cH]8)[N!H0])cccc4","PAINS compounds","Anil_OC_no_alk_B "
"[NH2]c1ncccc1O[CH2]cc","PAINS compounds","Anil_OC_no_alk_C "
"[NH2]c1c(N=[#6]2-,:[#6!H0]=,:[#6]~[#6]~[#6]=,:[#6]2)[cH][cH][cH][cH]1","PAINS compounds","Anil_no_alk_A "
"[NH2]c1c(n2cccc2)[cH]c([CH2,CH3])c([CH2,CH3])[cH]1","PAINS compounds","Anil_no_alk_B "
"n1c([NH2])c([CH2,CH3])[cH]c([CH2,CH3])c1[NH2]","PAINS compounds","Anil_no_alk_D"
"[NH2]c1[cH][cH]c([cH][cH]1)-c2[cH]c(C=[OX1])c([CH2,CH3])o2","PAINS compounds","Anil_no_alk_C"
"c1cccc5c1cc8c(n5)nc2c(c8[#7])cccc2","PAINS compounds","Amino_acridine_B"
"c1([cH][cH]c([NH2])[cH][cH]1)C=N[N!H0]","PAINS compounds","Hzone_anil"
"c1cccc5c1cc8c(c5C=N[N!H0]c2ccccc2)cccc8","PAINS compounds","Hzone_anthran_Z"
"c1(oc([H,CH2,CH3])[cH][cH]1)C(=[OX1])[N!H0]N=C([H,CH2,CH3])c2cc(*-*-*c3occc3)ccc2","PAINS compounds","Hzone_acyl_misc_A "
"n1[cH][cH][cH][cH]c1C(=[OX1])[N!H0]N=[C!H0]c2c(O[CH2]C(=[OX1])[OH1])cccc2","PAINS compounds","Hzone_acyl_misc_B "
"[cH]2[cH][cH][cH]c1c2c([C!H0]=N[N!H0]([$(c3nc[cH]s3),$(c[cH][cH]),$(cncncn),$(cnnnn)]))c([H,$([OH1]),CH2,CH3])[a!c]1","PAINS compounds","Hzone_thiophene_A"
"c1(s[cH][cH]c1[H,CH2,CH3])[C!H0]=N[N!H0]c2ccccc2","PAINS compounds","Hzone_thiophene_B "
"C(c1[cH]cc([H,CX4])[cH][cH]1)(c2[cH][cH]c([H,Cl])[cH][cH]2)=[$(NO[CH2][CH2][CH2]N([CH2,CH3])[CH2,CH3]),$(NO[CH2][CH2]N([CH2,CH3])[CH2,CH3]),$(N[N!H0]C(=[NH1])[NH2]),$([#6!H0][#7])]","PAINS compounds","Hzone_phenone"
"c1(oc([H,CH2,CH3])[cH][cH]1)C([H,CH2,CH3])=N[N!H0]c2nccs2","PAINS compounds","Hzone_furan_A"
"c1(oc([H,CH2,CH3])[cH][cH]1)C([H,CH2,CH3])=N[NH]c2ccncc2","PAINS compounds","Hzone_furan_B "
"c1ccccc1N(c2ccccc2)N=[C!H0]c3ac([cH][cH]3)-c4cc(C(=[OX1])[OH1])ccc4","PAINS compounds","Hzone_furan_C "
"[OH1]C(=[OX1])c1cc(ccc1)-cacC=N[N!H0]C(=[OX1])[CH2][#8]","PAINS compounds","Hzone_furan_E"
"[cH]1[cH][cH]c2[cH][cH]c(C=N[N!H0][$(cc),$(C=[SX1])])[cH]c2c1","PAINS compounds","Hzone_naphth_A"
"[cH]1[cH]c(O[CH2,CH3])[cH]c2C(=N[N!H0]c4[cH][cH]c(C(=[OX1])[OH1])[cH][cH]4)c3[cH]c(O[CH2,CH3])[cH][cH]c3c12","PAINS compounds","Hzone_acid_A "
"[OH1]C(=[OX1])c1ccc(cc1)NN=[C!H0]c2ac([cH][cH]2)-c3ccccc3","PAINS compounds","Hzone_acid_D"
"N1(c2ccccc2)N=C(C=[OX1])[CX4]C1=[OX1]","PAINS compounds","Het_5_A"
"N1(c2ccccc2)N=C([N!H0]C=[OX1])[CH2]C1=[OX1]","PAINS compounds","Het_5_B"
"N1=C(c2ccccc2)[CH2]C([OH1])([CX4](F)(F)F)N1[$(cccccc),$(C(=S)cccccc)]","PAINS compounds","Het_5_C"
"N1(c2ccccc2)N=C([CH2,CH3])[C!H0](S[#6])C1=[OX1]","PAINS compounds","Het_5_D"
"N1(c2cccc3ccccc23)N=C([CH2,CH3])[CH2]C1=[OX1]","PAINS compounds","Het_5_E "
" C1(=[OX1])C(=C([CH2,CH3])[N!H0][CH2][CH2][CH2,CH3])N=C(c2ccccc2)O1","PAINS compounds","Het_5_ene "
"[#7]1(c2ccccc2)[#6!H0]=[#7+,#7v4](c3ccccc3)[#6](=Nc4ccccc4)N1","PAINS compounds","Het_5_inium "
"n1(c2[cH][cH][cH][cH][cH]2)nc([CX4])c([H,C!H0])c1[OH1]","PAINS compounds","Het_5_pyrazole_OH"
"N=[#6]1-,:[#7!H0]-,:[#6]([N!H0])=,:[#6]([N!H0])-,:[#7]=,:[#7]1","PAINS compounds","Het_6_imidate_A "
"[N!H0](c1[cH][cH][cH][cH]c1[OH1])C2N=NC(=[#7])OC([NH2])=2","PAINS compounds","Het_6_imidate_B "
"[OH1]c2nc([OH1])ccc2","PAINS compounds","Het_6_pyridone_OH"
"[OH1]c2nc([NH2])acc2[CH2]C(=[OX1])[#8]","PAINS compounds","Het_6_pyridone_NH2"
"C1([N!H0])=N[C!H0](cc)[CH2]C(=[OX1])[N!H0]1","PAINS compounds","Het_6_hydropyridone"
"cc-n1nc2[CH2][SX2][CH2]c2c1[N!H0]C(=[OX1])[C!H0]=[C!H0]","PAINS compounds","Het_55_A "
"c1cOC2[CH2]C(=[OX1])OC12","PAINS compounds","Het_55_B"
"a1a3a(aaa1)[N!H0]N(C3=O)[#6]","PAINS compounds","Het_65_B"
"C1=CC=CC2=NC([$(C([!#1])=[C!H0]cc),$(coc)])=C(Ncc)N12","PAINS compounds","Het_65_C"
"S1C(=C(C4=C1[N!H0]C(C(=[C!H0]4)C(=[OX1])[OH1])=[OX1])[NH2])C(=[OX1])[N!H0]","PAINS compounds","Het_65_E"
"[#16]1-,:[#6]2:[#6](-,:[#6]([CH2,CH3])=,:[#6]1[CH2,CH3])c(ncn2)NN=C[#6]3=,:[#6]-,:[#6]=,:[#6]-,:[#8]3","PAINS compounds","Het_65_F "
"[CH2]1C(=[OX1])[#7]2-,:[#7]=,:[#6]([NH2])-,:[#6]([NH2])=,:[#6]2N=C1[#6]","PAINS compounds","Het_65_G "
"[#6]1(=,:[#6]2-,:[#7](-,:[#6](-,:[#6]=,:[#6]-,:[#7]2)=[OX1])-,:[#7]=,:[#6]1[#6]3-,:[#7]-,:[#6]=,:[#6]-,:[#6]=,:3)C#[NX1]","PAINS compounds","Het_65_H"
"c1(C(~[#8])~[#8])ccn2c(c1)cc(-cc)c2C(=[OX1])-cc","PAINS compounds","Het_65_I"
"o1c([#6](~[#8])~[#8])cc2[cH]c(O[CH2,CH3])c(O[CH2,CH3])[cH]c12","PAINS compounds","Het_65_J"
"N1=NNN=C2C=CC=C12","PAINS compounds","Het_65_K"
"c12[cH]sc(C=[OX1])c2-,:[#6](=[OX1])-,:[#7]-,:[#7]=,:[#6]1[NH2]","PAINS compounds","Het_65_L"
"N1=C([#6])C2=CC=CC2=C([#6])N1","PAINS compounds","Het_65_Da "
"n1ccccc1C2=C(N[#6])N1C(=N2)C=CC=C1","PAINS compounds","Het_65_Db"
"c1([CH2][CH2,CH3])c([CH2,CH3])c2C(=[!#1!#6X1])N([C!H0][$(C(=O)O),$(cc)])C([H,$(S(C)[CH2,CH3])])=Nc2[a&!c;X2]1","PAINS compounds","Het_65_pyridone_A "
"[#6]1(=,:[#7]c3[cH][cH][cH][cH]c3n1[#6])[N!H0]C(=[OX1])[N!H0]c2[cH]ccc[cH]2","PAINS compounds","Het_65_imidazole"
"[cH]1[cH]c2O[CH2]Oc2c([cH]1)[CH2]N2[CH2][CH2]cc2","PAINS compounds","Het_65_mannich "
"c1ccc7c(c1)nnc(n7)[CH2]C=[OX1]","PAINS compounds","Het_66_A"
"c1ccc4c(c1)nc(nc4)[N!H0]C2=NC(C=C[N!H0]2)([CH2,CH3])[CH2,CH3]","PAINS compounds","Het_66_B "
"c1ccc2nc([C!H0]=C([OH1])[#6])c([C!H0]=C([OH1])[#6])nc2a1","PAINS compounds","Het_66_C "
"c1ccc7c(c1)nc(c(n7)[CH2]C(=[OX1])cc)[CH2]C(=[OX1])cc","PAINS compounds","Het_66_D"
"c1ccc4c(c1)nc(c(n4)c2ccccc2)c7c(cccc7)[OH1]","PAINS compounds","Het_66_E "
"[CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0]c2c3c(O[CH2,CH3])ccc(O[CH2,CH3])c3ncc2","PAINS compounds","Het_66_anisole "
"s1[cH][cH][cH]c1C2[N!H0]N=C(c4ccncc4)c3c(cccc3)N=2","PAINS compounds","Het_76_A "
"c1c4CCc4cc2OCOc12","PAINS compounds","Het_465_misc"
"c1n([#6])c2c3ncnc3c([OH1])[cH]c2c1C=[OX1]","PAINS compounds","Het_565_A"
"[#6!H0]1=,:[#6!H0]-,:[#7]([CH2,CH3])c7c1c9[#6!H0]=,:[#6!H0]-,:[#7](c9c(c7O[CH2,CH3])O[CH2,CH3])[CH2,CH3]","PAINS compounds","Het_565_indole "
"[#7]1-,:c2c(-,:[#6](=N)c6ccccc16)cccc2","PAINS compounds","Het_666_A"
"c1cccc9c1Oc2c(N9[CH2][CH2,CH3])cccc2","PAINS compounds","Het_666_B"
"c13cc2ccccc2cc1-,:[#7]([CH2,CH3])-,:[#6](=[OX1])-,:[#6](-cc[N!H0][CH2,CH3])=,:[#7]3","PAINS compounds","Het_666_C"
"c1ccc4c(c1)nc8c(n4)ccc5c8cccc5","PAINS compounds","Het_6666_A "
"[#6]1=,:[#6]-,:[#6]=,:[#6]-,:*2=,:[#6]1-,:*=,:[#7+,#7v4](~cc)-,:*=,:[#6]2[H,*]","PAINS compounds","Het_pyridiniums_B"
"[#6]1~[#6]~[#6]~[#7+,#7v4]2~[#6](~[#7]1)~[#6]3~[#6]~[#6]~[#6]~[#7](-cc)~[#6]3~[#7]2","PAINS compounds","Het_pyridiniums_C"
"[CH2,CH3][SX2]c1n(-!@[CH2,CH3])c(-c2ccccc2)[cH]n1","PAINS compounds","Het_thio_5_A"
"C1(C=[OX1])(cc)[SX2]C=N[NH]1","PAINS compounds","Het_thio_5_B"
"[SX1]=[#6]1-,:[#7!H0]-,:[#7]=,:[#6](c2[cH][cH]c(O[CH2,CH3])[cH][cH]2)-,:[#8]1","PAINS compounds","Het_thio_5_C"
"[#7]=C1SC(=[#7])N=C1","PAINS compounds","Het_thio_5_imine_A"
"N1([CH2,CH3])C(=S)N(-cc)C(=N-cc)C1=N-cc","PAINS compounds","Het_thio_5_imine_B"
"S1C(=N[N!H0])SC(=N-cc)C1=N-cc","PAINS compounds","Het_thio_5_imine_C"
"c1cN=CC(=CN[#6])S1","PAINS compounds","Het_thio_6_ene "
"[CH2,CH3][SX2]c1nc(-c2o[cH][cH][cH]2)c(-c3o[cH][cH][cH]3)nn1","PAINS compounds","Het_thio_6_furan "
"[#7]1=,:[#6]([SX2][CH2,CH3])-,:[#7]=,:[#7]-,:[#6]2=,:[#6]1-,:[#6]([CH2,CH3])=,:[#7]-,:[#7]2-c3cccccc3","PAINS compounds","Het_thio_65_A"
"[N!H0][#6]3=,:[#7]-,:[#6](=,:[#7]-,:[#6]7=,:[#7]-,:[#7]=,:[#6](-,:[#7]37)S[#6])[N!H0][#6]","PAINS compounds","Het_thio_65_B"
"n1c2ccccc2n([CH2,CH3])c1S[CH2]C(=[OX1])[N!H0]N=[C!H0][C!H0]=[C!H0]","PAINS compounds","Het_thio_65_C "
"c1(S[CH2]C(=[OX1])[NH]-cc)nc2[cH]c([F,Cl,Br,I])c[cH]c2[nH]1","PAINS compounds","Het_thio_65_D"
"c1ccc2[CH2][CH2]N=C(c2c1)[SX2][CH2]C(=[OX1])c2ccccc2","PAINS compounds","Het_thio_66_A "
"c1cccc2c1-,:[#16]-,:[#6](C=[OX1])=,:[#6]-,:[#7]2","PAINS compounds","Het_thio_66_one"
"[CH2,CH3][SX2]c1nc2OC=Ncc-c2nn1","PAINS compounds","Het_thio_67_A"
"n1nc(S[CH2]C=[OX1])nc2c1c3c(n2[CH2][CH]=[CH2])cccc3","PAINS compounds","Het_thio_656a "
"CC(=[OX1])[CH2][SX2]c1nc2[nH]c3[cH][cH][cH][cH]c3c2nn1","PAINS compounds","Het_thio_656b"
"[#6]1=,:[#6]-,:[#6]=,:[#6]-,:[#6]2-,:[#7+,#7v4]=,:[#6]3-,:[#7](N=C(c5ccccc5)[CX4]S3)-,:[#6]12","PAINS compounds","Het_thio_656c"
"c1ccc7c(c1)NC3=C(S7)SC(=C3)[CH2,CH3]","PAINS compounds","Het_thio_665"
"[cH]1[cH][cH][cH]c5N([H,CH3,$([CH2][C!H0])])c7c(~[H,$([N!H0][CX4]),$(cc)])c(~[H,$(cc)])c([H,NH2,$([OX2][CX4])])[cH]c7Sc15","PAINS compounds","Het_thio_666_A"
"c1ccc4c(c1)Sc8[cH][cH]c([cH]c8C(C4)N([H,CX4])([H,CX4]))[H,#8,#16X2,CX4,$(N([H,CX4])[H,CX4])]","PAINS compounds","Het_thio_676_A"
"[CH2]1Sc2[cH][cH][cH][cH]c2C(Occ)c3[cH][cH][cH][cH]c13","PAINS compounds","Het_thio_676_B "
"n1c(S[C!H0])c(C#[NX1])c(c2ccc(O[Ch2,CH3])cc2)[cH]c1(cc)","PAINS compounds","Het_thio_pyr_A"
"N=C1N=CNS1","PAINS compounds","Het_thio_N_5A"
"[#6]1~[#6](~[#7]~[#7]~[#6](~[CH2,CH3])~[CH2,CH3])~[#7]~[#16]~[#6]1","PAINS compounds","Het_thio_N_5B"
"[#7]1=,:[#7]-,:[#16]-,:[#6]=,:[#6]1-[#6]2-,:[#8]-,:[#7]=,:[#6](-cc)-,:[#7]=,:2","PAINS compounds","Het_thio_N_5D"
"[C!H0]c1nn(c3ccccc3)s2[a!c]acc12","PAINS compounds","Het_thio_N_55"
"c1cC2=C(SNC2=S)CN1","PAINS compounds","Het_thio_N_65A"
"[OX1]=CC1=NN(cc)C(=[C!H0]cc)S1","PAINS compounds","Het_thio_urea_ene"
"C(F)(F)C(=[OX1])[N!H0]c1[cH]n([CH2][CH2]O[CH2]-cc)n[cH]1","PAINS compounds","Het_pyraz_misc"
"C1Cc3ccccc3C(c5c1cccc5)=CC","PAINS compounds","Styrene_A"
"c1ccc4c(c1)[SX2,CX4]c8ccc(cc8C4=CC)[H,Cl,CX4]","PAINS compounds","Styrene_B"
"c1ccc4c(c1)C([#6]8=,:[#6](SC4)-,:[#16]-,:[#6]=,:[#6]8)=C","PAINS compounds","Styrene_C"
"c1ccc7c(c1)C(c2c7ccc(c2)[NH2])=[C!H0][#6]","PAINS compounds","Styrene_anil_A"
"C(=[C!H0][CH2]n1[cH]n[cH][cH]1)(-cc)-cc","PAINS compounds","Styrene_imidazole_A"
"[NH2]c1nc2C(C#[NX1])=CC(=C)c2cc1C#[NX1]","PAINS compounds","Ene_cyano_B"
"C=C(C#[NX1])C(=[NH])NN","PAINS compounds","Ene_cyano_C"
"C(C#[NX1])(C#[NX1])=C(S)S","PAINS compounds","Ene_cyano_D"
"[OX1]=C[C!H0]=C(C#[NX1])[#6]","PAINS compounds","Ene_cyano_E"
"[OH1]C(=[OX1])c1c([OH1])[cH]c([cH][cH]1)-c2[cH][cH]c(o2)[C!H0]=C(C#[NX1])-c3nccn3","PAINS compounds","Ene_cyano_F"
"[#7]1([#6])-,:[#6!H0]=,:[#6!H0]-,:[#6!H0]=,:[#6]1[C!H0]=C(C#[NX1])c2nccs2","PAINS compounds","Ene_cyano_G"
"C1(=[OX1])C(=[C!H0][$(c2ccccc2),$(c2ccc[a!c]2)])N=C(aaa)[#16,$(Naa)]1","PAINS compounds","Ene_five_het_G"
"N1=CC(C(N1)=S)=C","PAINS compounds","Ene_five_het_H"
"c1(ccco1)[C!H0]=!@C2C(=[OX1])c5c(cccc5)[!#1!#6]2","PAINS compounds","Ene_five_het_I"
"S=[#6]1-,:[#7!H0]-,:[#6]=,:[#6]-,:[#6]2=,:[#6]1C(=[OX1])OC2=[C!H0]","PAINS compounds","Ene_five_het_J"
"[#7]1([#6])-,:[#6H]=,:[#6H]-,:[#6H]=,:[#6]1([CH]=C2C(=[OX1])[!#6]C=,:*2)","PAINS compounds","Ene_five_het_K"
"[OX1]=C1C(=!@[C!H0]c3ccnc3)c2c(cccc2)N1","PAINS compounds","Ene_five_het_L "
"C1=,:C[O,S]C(=CC=[OX1])C1=[OX1]","PAINS compounds","Ene_five_het_M"
"C1(=[OX1])C(=[C!H0]c2cc([F,Cl,Br,I])ccc2O[CH2,CH3])N=C(S[CH2,CH3])S1","PAINS compounds","Ene_five_het_N"
"c2ccccc2C(=[OX1])[C!H0]=[#6]1-,:[#6](=[OX1])-,:[#7H]-,:[#6](=[OX1])-,:[#6](=[CH]c3ccccc3)-,:[#7!H0]1","PAINS compounds","Ene_six_het_B "
"[OX1]=C1cc[CH2]NC1=[C!H0]","PAINS compounds","Ene_six_het_C"
"[OX1]=C1NNC(aa)=NC1=[C!H0]","PAINS compounds","Ene_six_het_D"
"aaC([H,$(C#[NX1])])=[#6]1-,:[#6]=,:[#6]-,:[#6](=[OX1,N!R])-,:[#6]=,:[#6]1","PAINS compounds","Ene_quin_methide"
"S1C(=Ncc)N([H,$([CH2][CH2]O),$(cc)])C(=[OX1])C1(=[C!H0][$(cccCl),$(c[a!c])])","PAINS compounds","Ene_rhod_C"
"S1C(=!@N[H,$([N!H0](N)cc)])N([H,$(cnccs)])C(=[OX1])C1=[C!H0]cc[Cl,$(O[C!H0])]","PAINS compounds","Ene_rhod_D"
"S1C(=[OX1])NC(=[SX1])C1=[C!H0]cc","PAINS compounds","Ene_rhod_E"
"n1ccc([C!H0]=C2C(=[OX1])NC(=[!#1!#6])N2)c1[CH2,CH3]","PAINS compounds","Ene_rhod_F "
"[OH1][CX3](=[OX1])c1cccc(c1)cac[C!H0]=C2C(=[!#1!#6])NC(=[!#1!#6])[!#1!#6]2","PAINS compounds","Ene_rhod_G"
"N1=C([CH2,CH3])C(=[OX1])N=C2N1C(=[OX1])C(=[C!H0]cc)S2","PAINS compounds","Ene_rhod_H"
